0,227447032928
0,240326881409
0,225599050522
0,236479997635
0,219023227692
0,225214958191
0,225508928299
0,220385074615
0,222985029221
0,221756219864
0,230406999588
0,219329833984
0,22122502327
0,226457834244
0,231324911118
0,220162153244
0,219613075256
0,219628095627
0,220785856247
0,220458030701
0,228402853012
0,248512983322
0,218636989594
0,219185113907
0,220471858978
0,226493120193
0,22042798996
0,226626873016
0,236392974854
0,221367120743
0,22945189476
0,232677936554
0,221444129944
0,221385002136
0,222698926926
0,222721099854
0,238433837891
0,232293128967
0,220513105392
0,229172945023
0,221574783325
0,221687078476
0,221240997314
0,22226691246
0,219946146011
0,226079940796
0,220010042191
0,230482816696
0,220325946808
0,218729972839
0,226345062256
0,219202041626
0,232025146484
0,224915027618
0,278970003128
0,272826910019
0,267838001251
0,223652124405
0,22026515007
0,219722032547
0,224154949188
0,227000951767
0,222820997238
0,219342947006
0,222137928009
0,220408916473
0,235906124115
0,220369100571
0,230906963348
0,333021879196
0,222833871841
0,219649076462
0,218640089035
0,219451904297
0,223701000214
0,219300031662
0,224987983704
0,222735881805
0,219959974289
0,22523188591
0,22179889679
0,225028991699
0,219738006592
0,220551013947
0,22313785553
0,221715927124
0,219633102417
0,221923112869
0,262863874435
0,234586954117
0,221064090729
0,22005200386
0,228614091873
0,222764015198
0,224079847336
0,226367950439
0,221724033356
0,220793962479
0,2239818573
0,229913949966
0,223339080811
0,222616910934
0,223028898239
0,229501962662
0,22509098053
0,223300218582
0,226922035217
0,227050065994
0,233650922775
0,22011590004
0,220729827881
0,221047878265
0,227909803391
0,223489046097
0,225250959396
0,219915151596
0,224758863449
0,220854997635
0,220863103867
0,222450017929
0,23153591156
0,222596168518
0,227334976196
0,221601009369
0,219096899033
0,219629049301
0,21963596344
0,223766803741
0,222784042358
0,220810174942
0,219436168671
0,21920800209
0,22407579422
0,223089933395
0,223047971725
0,220293998718
0,223238945007
0,219804048538
0,218858003616
0,222723007202
0,219533920288
0,219820022583
0,220010042191
0,222697973251
0,221700906754
0,223905086517
0,224823951721
0,225368976593
0,22057890892
0,224231004715
0,222203016281
0,222784996033
0,219405174255
0,222256183624
0,223104953766
0,220768928528
0,230228185654
0,220492124557
0,223788976669
0,220414876938
0,219264984131
0,222785949707
0,222337007523
0,221019983292
0,220883846283
0,246985197067
0,235060930252
0,224035024643
0,221653938293
0,22266793251
0,219840049744
0,22517490387
0,230388879776
0,234274864197
0,22124004364
0,233313083649
0,234243154526
0,225516080856
0,228337049484
0,221091032028
0,221296787262
0,242172002792
0,223320960999
0,234714031219
0,238209962845
0,221759080887
0,224690914154
0,219923973083
0,225173950195
0,259290933609
0,244814157486
0,227950811386
0,22466301918
0,22837305069
0,226286172867
0,22273015976
0,220217943192
0,223076105118
0,253150939941
0,219654083252
